state,financial_year,metric,total_fc_inr,total_fc_original,original_unit,reporting_associations,source_document,source_url,table_ref,retrieved_date,notes
Himachal Pradesh,2020-21,received,2161800000.00,216.18,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Jammu & Kashmir,2020-21,received,560500000.00,56.05,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Jharkhand,2020-21,received,1303100000.00,130.31,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Karnataka,2020-21,received,23048000000.00,2304.80,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Kerala,2020-21,received,9132100000.00,913.21,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Madhya Pradesh,2020-21,received,2426300000.00,242.63,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Maharashtra,2020-21,received,18387700000.00,1838.77,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Manipur,2020-21,received,509700000.00,50.97,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Meghalaya,2020-21,received,675600000.00,67.56,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Mizoram,2020-21,received,26700000.00,2.67,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Nagaland,2020-21,received,466700000.00,46.67,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Orissa,2020-21,received,2499800000.00,249.98,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Pondicherry,2020-21,received,293400000.00,29.34,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Punjab,2020-21,received,1408300000.00,140.83,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Rajasthan,2020-21,received,1792400000.00,179.24,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Sikkim,2020-21,received,65100000.00,6.51,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Tamil Nadu,2020-21,received,21340600000.00,2134.06,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Telangana,2020-21,received,8154500000.00,815.45,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Tripura,2020-21,received,116300000.00,11.63,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Uttar Pradesh,2020-21,received,3620700000.00,362.07,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Uttarakhand,2020-21,received,1295200000.00,129.52,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
West Bengal,2020-21,received,7981800000.00,798.18,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Andaman & Nicobar Islands,2020-21,utilized,43300000.00,4.33,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Andhra Pradesh,2020-21,utilized,13622700000.00,1362.27,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Arunachal Pradesh,2020-21,utilized,231200000.00,23.12,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Assam,2020-21,utilized,2031700000.00,203.17,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Bihar,2020-21,utilized,2824900000.00,282.49,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Chandigarh,2020-21,utilized,160300000.00,16.03,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Chhattisgarh,2020-21,utilized,1050000000.00,105.00,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Dadra & Nagar Haveli,2020-21,utilized,51900000.00,5.19,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Delhi,2020-21,utilized,44005200000.00,4400.52,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Goa,2020-21,utilized,491000000.00,49.10,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Gujarat,2020-21,utilized,8736000000.00,873.60,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Haryana,2020-21,utilized,874500000.00,87.45,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Himachal Pradesh,2020-21,utilized,2311000000.00,231.10,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Jammu & Kashmir,2020-21,utilized,510300000.00,51.03,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Jharkhand,2020-21,utilized,2014300000.00,201.43,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Karnataka,2020-21,utilized,23449100000.00,2344.91,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Kerala,2020-21,utilized,2217700000.00,221.77,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Madhya Pradesh,2020-21,utilized,3739700000.00,373.97,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Maharashtra,2020-21,utilized,22179400000.00,2217.94,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
